,_id,Legal_Name,Cont_status,Hire_Date,Country,Location,Division,Company,Business_Title,Curr_Level,Annual_Sal,Currency,FTE,Cluster,Concate,min,mid,max,Variation,Var_Percent,Catch_up
670,EID-1696,Barbara Rodriguez,Fixed,2007-07-31,Germany,Berlin,Operations,Adams GmbH,Marketing Manager,L4,69400,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL4,86800,99900,112900,-17400,-0.251,17400
671,EID-1803,Misty Harris,Fixed,2004-06-09,Poland,Warsaw,Operations,Adams GmbH,Customer Service Manager,L4,73000,EUR,1.0,Customer-Support,WarsawCustomer-SupportL4,80400,92500,104500,-7400,-0.101,7400
672,EID-1861,Jordan Ray,Fixed,2010-07-22,Poland,Warsaw,Operations,Adams GmbH,Sales Manager,L4,74200,EUR,1.0,Sales-Operations,WarsawSales-OperationsL4,82900,95300,107800,-8700,-0.117,8700
673,EID-2068,Kyle Parker,Regular,2021-03-22,Spain,Barcelona,Operations,Adams Coy,Manager of Technology,L4,73700,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL4,88000,101300,114500,-14300,-0.194,14300
674,EID-2100,Lisa Jones,Fixed,2002-06-28,Austria,Vienna,Operations,Adams GmbH,IT Support Manager,L4,65800,EUR,1.0,Tech-Operations,ViennaTech-OperationsL4,84000,96600,109200,-18200,-0.277,18200
675,EID-2156,Katie Gibbs,Fixed,2020-01-29,Austria,Vienna,Operations,Adams GmbH,Executive Office Manager,L4,74500,EUR,1.0,Management,ViennaManagementL4,87800,101000,114100,-13300,-0.179,13300
676,EID-1497,Robert Johnson,Fixed,2004-07-11,Spain,Barcelona,Operations,Adams Coy,Senior Manager of Operations,L5,73200,EUR,1.0,Product-Management,BarcelonaProduct-ManagementL5,127300,146400,165500,-54100,-0.739,54100
677,EID-1542,Alexandria Chase,Regular,2015-03-29,Poland,Warsaw,Operations,Adams GmbH,Senior Financial Officer,L5,83700,EUR,1.0,Financial-Service,WarsawFinancial-ServiceL5,114400,131600,148700,-30700,-0.367,30700
678,EID-1570,Randy Ellis,Fixed,2004-11-19,Germany,Hamburg,Operations,Adams GmbH,Senior SEO Marketing Expert,L5,75200,EUR,1.0,Operation-Management,HamburgOperation-ManagementL5,128300,147500,166800,-53100,-0.706,53100
679,EID-1663,Valerie Craig,Fixed,2016-06-24,Spain,Barcelona,Operations,Adams Coy,Senior Technology Officer,L5,86400,EUR,1.0,Tech-Operations,BarcelonaTech-OperationsL5,129800,149300,168800,-43400,-0.502,43400
680,EID-1908,Amanda Bowman,Fixed,2013-10-29,Germany,Hamburg,Operations,Adams GmbH,Manager of Marketing,L5,83300,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL5,113900,131000,148100,-30600,-0.367,30600
681,EID-1925,David Thompson,Regular,2000-08-10,Germany,Hamburg,Operations,Adams GmbH,Senior Logistics Manager,L5,88500,EUR,1.0,Logistic-Operations,HamburgLogistic-OperationsL5,121700,140000,158300,-33200,-0.375,33200
682,EID-1944,Tara Mcgee,Fixed,2017-12-02,Germany,Hamburg,Operations,Adams GmbH,Senior Production Manager,L5,89000,EUR,1.0,Product-Management,HamburgProduct-ManagementL5,126700,145800,164800,-37700,-0.424,37700
683,EID-2131,Richard Payne,Regular,2021-01-02,Germany,Berlin,Operations,Adams GmbH,Senior Sales Manager,L5,70200,EUR,1.0,Product-Management,BerlinProduct-ManagementL5,128500,147700,167000,-58300,-0.83,58300
684,EID-1488,Connor Hernandez,Regular,2012-06-23,Germany,Berlin,People,Adams GmbH,Marketing Specialist,L1,44200,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL1,43100,49500,56000,1100,0.025,0
685,EID-1547,Nicole Soto,Fixed,2014-02-21,Poland,Warsaw,People,Adams GmbH,Chief Technology Officer,L1,33600,EUR,1.0,People-Tech,WarsawPeople-TechL1,40100,46100,52100,-6500,-0.193,6500
686,EID-1556,Jessica Barry,Fixed,2006-04-16,Austria,Vienna,People,Adams GmbH,Accounting Specialist,L1,41900,EUR,1.0,Payroll-Patner,ViennaPayroll-PatnerL1,42900,49300,55700,-1000,-0.024,1000
687,EID-1567,Gary Ball,Fixed,2010-12-31,Poland,Warsaw,People,Adams GmbH,Customer Service Assistance,L1,48700,EUR,1.0,Customer-Support,WarsawCustomer-SupportL1,42000,48200,54500,6700,0.138,0
688,EID-1590,Rachel Hanna,Regular,2015-08-04,Germany,Berlin,People,Adams GmbH,Marketing Officer Assistance,L1,39900,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL1,43100,49500,56000,-3200,-0.08,3200
689,EID-1607,Virginia Green,Regular,2020-12-26,Austria,Vienna,People,Adams GmbH,IT Specialist,L1,41600,EUR,1.0,People-Tech,ViennaPeople-TechL1,41800,48000,54300,-200,-0.005,200
690,EID-1616,Justin Bowen,Fixed,2008-02-10,Germany,Hamburg,People,Adams GmbH,Logistics Specialist,L1,31500,EUR,1.0,Logistic-Operations,HamburgLogistic-OperationsL1,36600,42100,47500,-5100,-0.162,5100
691,EID-1624,Debbie Allen,Fixed,2012-10-11,Poland,Warsaw,People,Adams GmbH,Marketing Officer Assistance,L1,33100,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL1,36300,41800,47200,-3200,-0.097,3200
692,EID-1698,Ann Phillips,Regular,2010-02-18,Germany,Hamburg,People,Adams GmbH,Marketing Officer Assistance,L1,33300,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL1,36400,41900,47400,-3100,-0.093,3100
693,EID-1719,James Gomez,Fixed,2005-07-13,Spain,Barcelona,People,Adams Coy,Chief Technology Officer,L1,47200,EUR,1.0,People-Tech,BarcelonaPeople-TechL1,37900,43600,49300,9300,0.197,0
694,EID-1739,Karen Lee,Fixed,2007-09-02,Germany,Hamburg,People,Adams GmbH,CEO Office Assistance,L1,39300,EUR,1.0,Management,HamburgManagementL1,43900,50500,57100,-4600,-0.117,4600
695,EID-1757,Kelsey Mcmahon,Regular,2004-02-10,Germany,Hamburg,People,Adams GmbH,Marketing Officer Assistance,L1,37000,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL1,36400,41900,47400,600,0.016,0
696,EID-1764,John White,Fixed,2011-03-27,Poland,Warsaw,People,Adams GmbH,Operations Assistance,L1,35100,EUR,1.0,Operation-Management,WarsawOperation-ManagementL1,39200,45100,51000,-4100,-0.117,4100
697,EID-1766,Sharon Jackson,Regular,2021-10-01,Austria,Vienna,People,Adams GmbH,CEO Office Assistance,L1,48800,EUR,1.0,Management,ViennaManagementL1,42900,49300,55700,5900,0.121,0
698,EID-1771,Heather Brandt,Regular,2021-05-17,Germany,Berlin,People,Adams GmbH,Sales Asistance,L1,41400,EUR,1.0,Sales-Operations,BerlinSales-OperationsL1,37800,43400,49100,3600,0.087,0
699,EID-1774,Jennifer Flynn,Regular,2010-07-01,Germany,Hamburg,People,Adams GmbH,Business Operations Analyst,L1,42200,EUR,1.0,Operation-Management,HamburgOperation-ManagementL1,43400,49900,56400,-1200,-0.028,1200
700,EID-1785,Michael Robertson,Regular,2013-10-15,Germany,Berlin,People,Adams GmbH,Accounting Specialist,L1,46400,EUR,1.0,Payroll-Patner,BerlinPayroll-PatnerL1,37100,42700,48200,9300,0.2,0
701,EID-1871,Justin Gomez,Fixed,2010-10-01,Germany,Berlin,People,Adams GmbH,Marketing Officer Assistance,L1,30400,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL1,43100,49500,56000,-12700,-0.418,12700
702,EID-1886,Elizabeth Mckee,Regular,2018-09-29,Germany,Hamburg,People,Adams GmbH,Chief Technology Officer,L1,47600,EUR,1.0,People-Tech,HamburgPeople-TechL1,39500,45400,51300,8100,0.17,0
703,EID-1961,Dillon Osborn,Regular,2012-04-15,Austria,Vienna,People,Adams GmbH,Marketing Officer Assistance,L1,48800,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL1,41600,47900,54100,7200,0.148,0
704,EID-2094,Theresa Smith MD,Fixed,2006-11-17,Austria,Vienna,People,Adams GmbH,Chief Technology Officer,L1,37000,EUR,1.0,People-Tech,ViennaPeople-TechL1,41800,48000,54300,-4800,-0.13,4800
705,EID-2132,Gregory Dickson,Regular,2000-06-13,Spain,Barcelona,People,Adams Coy,Customer Service Assistance,L1,44800,EUR,1.0,Customer-Support,BarcelonaCustomer-SupportL1,44100,50700,57300,700,0.016,0
706,EID-2153,Sheila Burgess,Fixed,2001-02-18,Germany,Hamburg,People,Adams GmbH,Business Operations Analyst,L1,47400,EUR,1.0,Operation-Management,HamburgOperation-ManagementL1,43400,49900,56400,4000,0.084,0
707,EID-2203,Herbert Cook,Fixed,2003-05-25,Germany,Hamburg,People,Adams GmbH,Marketing Officer Assistance,L1,43200,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL1,36400,41900,47400,6800,0.157,0
708,EID-2206,Justin Jones,Fixed,2002-05-27,Germany,Berlin,People,Adams GmbH,Human Resources Manager,L1,46200,EUR,1.0,HR-Operations,BerlinHR-OperationsL1,40300,46300,52300,5900,0.128,0
709,EID-2233,John Howell,Fixed,2020-05-29,Spain,Barcelona,People,Adams Coy,Chief Technology Officer,L1,42100,EUR,1.0,People-Tech,BarcelonaPeople-TechL1,37900,43600,49300,4200,0.1,0
710,EID-2262,Katelyn Kelley,Regular,2021-08-08,Poland,Warsaw,People,Adams GmbH,Operations Assistance,L1,33100,EUR,1.0,Procurement,WarsawProcurementL1,36100,41500,46900,-3000,-0.091,3000
711,EID-2262,Katelyn Kelley,Regular,2021-08-08,Poland,Warsaw,People,Adams GmbH,Operations Assistance,L1,33100,EUR,1.0,Operation-Management,WarsawOperation-ManagementL1,39200,45100,51000,-6100,-0.184,6100
712,EID-2382,Brian Jones,Fixed,2017-01-30,Germany,Berlin,People,Adams GmbH,Junior Reward Partner,L1,29200,EUR,1.0,Comp&Benefit,BerlinComp&BenefitL1,43900,50500,57100,-14700,-0.503,14700
713,EID-2383,Ashley Noble,Fixed,2012-12-09,Germany,Berlin,People,Adams GmbH,CEO Office Assistance,L1,35500,EUR,1.0,Management,BerlinManagementL1,37000,42600,48200,-1500,-0.042,1500
714,EID-2384,Erika Green MD,Fixed,2011-10-09,Spain,Barcelona,People,Adams Coy,Accounting Specialist,L1,32800,EUR,1.0,Payroll-Patner,BarcelonaPayroll-PatnerL1,41100,47200,53400,-8300,-0.253,8300
715,EID-2385,Brittany Ryan,Fixed,2015-01-28,Germany,Berlin,People,Adams GmbH,Accounting Specialist,L1,27900,EUR,1.0,Payroll-Patner,BerlinPayroll-PatnerL1,37100,42700,48200,-9200,-0.33,9200
716,EID-2386,Matthew Ramsey,Fixed,2019-11-12,Germany,Berlin,People,Adams GmbH,Operations Assistance,L1,33300,EUR,1.0,Operation-Management,BerlinOperation-ManagementL1,41000,47200,53300,-7700,-0.231,7700
717,EID-2387,Charles Blanchard,Fixed,2021-02-26,Germany,Berlin,People,Adams GmbH,Marketing Specialist,L1,31400,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL1,43100,49500,56000,-11700,-0.373,11700
718,EID-2388,Vanessa Jackson,Fixed,2010-12-27,Spain,Barcelona,People,Adams Coy,Chief Technology Officer,L1,30600,EUR,1.0,People-Tech,BarcelonaPeople-TechL1,37900,43600,49300,-7300,-0.239,7300
719,EID-2389,Karen Cummings,Fixed,2010-03-10,Spain,Barcelona,People,Adams Coy,Accounting Specialist,L1,26900,EUR,1.0,Payroll-Patner,BarcelonaPayroll-PatnerL1,41100,47200,53400,-14200,-0.528,14200
720,EID-2390,Joshua Young,Fixed,2021-11-30,Spain,Barcelona,People,Adams Coy,Customer Service Assistance,L1,32100,EUR,1.0,Customer-Support,BarcelonaCustomer-SupportL1,44100,50700,57300,-12000,-0.374,12000
721,EID-2391,Jill Solis,Fixed,2014-05-10,Germany,Berlin,People,Adams GmbH,Marketing Officer Assistance,L1,26100,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL1,43100,49500,56000,-17000,-0.651,17000
722,EID-2392,Mariah Gibson,Fixed,2017-02-03,Austria,Vienna,People,Adams GmbH,IT Specialist,L1,37700,EUR,1.0,People-Tech,ViennaPeople-TechL1,41800,48000,54300,-4100,-0.109,4100
723,EID-2393,Jordan Summers,Fixed,2020-07-29,Germany,Berlin,People,Adams GmbH,Logistics Specialist,L1,26500,EUR,1.0,Logistic-Operations,BerlinLogistic-OperationsL1,41500,47800,54000,-15000,-0.566,15000
724,EID-2394,Brenda Ruiz,Fixed,2017-12-29,Poland,Warsaw,People,Adams Coy,Marketing Officer Assistance,L1,28300,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL1,36300,41800,47200,-8000,-0.283,8000
725,EID-2395,Robert Rodriguez,Fixed,2013-02-21,Austria,Vienna,People,Adams GmbH,Marketing Officer Assistance,L1,28000,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL1,41600,47900,54100,-13600,-0.486,13600
726,EID-2396,Jonathan Conner,Fixed,2021-03-12,Germany,Berlin,People,Adams GmbH,Chief Technology Officer,L1,33800,EUR,1.0,People-Tech,BerlinPeople-TechL1,35200,40500,45800,-1400,-0.041,1400
727,EID-2397,Jerry Morrow,Fixed,2017-05-13,Poland,Warsaw,People,Adams Coy,CEO Office Assistance,L1,32900,EUR,1.0,Management,WarsawManagementL1,41700,48000,54200,-8800,-0.267,8800
728,EID-2398,Gregory Baker,Fixed,2015-03-28,Poland,Warsaw,People,Adams Coy,Marketing Officer Assistance,L1,37200,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL1,36300,41800,47200,900,0.024,0
729,EID-2399,Kimberly Jones,Regular,2013-01-18,Austria,Vienna,People,Adams GmbH,Operations Assistance,L1,25100,EUR,1.0,Operation-Management,ViennaOperation-ManagementL1,42100,48400,54700,-17000,-0.677,17000
730,EID-2400,Keith Edwards,Regular,2015-09-01,Poland,Warsaw,People,Adams Coy,CEO Office Assistance,L1,39500,EUR,1.0,Management,WarsawManagementL1,41700,48000,54200,-2200,-0.056,2200
731,EID-2401,Emily Robinson,Regular,2014-04-26,Germany,Hamburg,People,Adams GmbH,Sales Asistance,L1,39600,EUR,1.0,Sales-Operations,HamburgSales-OperationsL1,42600,49000,55400,-3000,-0.076,3000
732,EID-2402,Dr. Bethany Gutierrez,Regular,2017-08-24,Germany,Berlin,People,Adams GmbH,Business Operations Analyst,L1,39000,EUR,1.0,Operation-Management,BerlinOperation-ManagementL1,41000,47200,53300,-2000,-0.051,2000
733,EID-2403,Sandra Mitchell,Regular,2014-05-26,Germany,Berlin,People,Adams GmbH,Accounting Specialist,L1,28800,EUR,1.0,Payroll-Patner,BerlinPayroll-PatnerL1,37100,42700,48200,-8300,-0.288,8300
734,EID-2404,Stacey Flowers,Regular,2011-09-20,Austria,Vienna,People,Adams GmbH,Marketing Officer Assistance,L1,25900,EUR,1.0,General-Marketing,ViennaGeneral-MarketingL1,41600,47900,54100,-15700,-0.606,15700
735,EID-2405,Mary Freeman,Regular,2010-12-31,Spain,Barcelona,People,Adams Coy,Chief Technology Officer,L1,30900,EUR,1.0,People-Tech,BarcelonaPeople-TechL1,37900,43600,49300,-7000,-0.227,7000
736,EID-2406,Paul Rojas,Regular,2017-09-14,Germany,Hamburg,People,Adams GmbH,Marketing Officer Assistance,L1,27100,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL1,36400,41900,47400,-9300,-0.343,9300
737,EID-2407,Christina Smith,Regular,2022-02-16,Austria,Vienna,People,Adams GmbH,Chief Technology Officer,L1,25700,EUR,1.0,People-Tech,ViennaPeople-TechL1,41800,48000,54300,-16100,-0.626,16100
738,EID-2408,Jessica Cabrera,Regular,2014-02-06,Germany,Berlin,People,Adams GmbH,Customer Service Assistance,L1,25800,EUR,1.0,Customer-Support,BerlinCustomer-SupportL1,38600,44400,50200,-12800,-0.496,12800
739,EID-2409,Thomas Steele MD,Regular,2018-09-20,Germany,Hamburg,People,Adams GmbH,Business Operations Analyst,L1,34700,EUR,1.0,Operation-Management,HamburgOperation-ManagementL1,43400,49900,56400,-8700,-0.251,8700
740,EID-2410,Penny Wilcox,Regular,2011-10-29,Spain,Barcelona,People,Adams Coy,Marketing Officer Assistance,L1,34300,EUR,1.0,General-Marketing,BarcelonaGeneral-MarketingL1,39100,44900,50800,-4800,-0.14,4800
741,EID-2411,Reginald Chandler,Regular,2019-09-12,Poland,Warsaw,People,Adams Coy,Human Resources Assistance,L1,38100,EUR,1.0,HR-Operations,WarsawHR-OperationsL1,38700,44500,50300,-600,-0.016,600
742,EID-2412,Tyler Montoya,Regular,2012-12-01,Germany,Hamburg,People,Adams GmbH,Technology Officer,L1,37800,EUR,1.0,People-Tech,HamburgPeople-TechL1,39500,45400,51300,-1700,-0.045,1700
743,EID-2413,Norma Myers,Regular,2014-07-31,Austria,Vienna,People,Adams GmbH,Technology Officer Assistance,L1,31200,EUR,1.0,People-Tech,ViennaPeople-TechL1,41800,48000,54300,-10600,-0.34,10600
744,EID-1029,Kareem Dauda,Regular,01/02/2022,Germany,Berlin,People,Adams GmbH,Data Analyst Junior,L2,48700,EUR,1.0,Data-Analysis,BerlinData-AnalysisL2,50700,58300,65800,-2000,-0.041,2000
745,EID-1045,Sean Kane,Regular,09/07/2020,Spain,Barcelona,People,Adams Coy,Reward Analyst,L2,42300,EUR,1.0,Comp&Benefit,BarcelonaComp&BenefitL2,57200,65700,74300,-14900,-0.352,14900
746,EID-1053,Southgate Said,Regular,05/10/2020,Spain,Barcelona,People,Adams Coy,Operations Assistance,L2,42900,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL2,59500,68500,77400,-16600,-0.387,16600
747,EID-1111,Alex Ibraheem,Fixed,09/01/2020,Spain,Barcelona,People,Adams Coy,Reward Analyst,L2,44500,EUR,1.0,Comp&Benefit,BarcelonaComp&BenefitL2,57200,65700,74300,-12700,-0.285,12700
748,EID-1155,Raymond Alahusa,Regular,01/01/2021,Germany,Hamburg,People,Adams GmbH,Junior People Analyst,L2,49500,EUR,1.0,People-Tech,HamburgPeople-TechL2,56700,65200,73700,-7200,-0.145,7200
749,EID-1279,Alicia Medina,Fixed,2011-03-01,Spain,Barcelona,People,Adams Coy,Executive Office Specialist,L2,55500,EUR,1.0,Management,BarcelonaManagementL2,52800,60700,68600,2700,0.049,0
750,EID-1294,Raven Levy,Fixed,2017-04-25,Germany,Hamburg,People,Adams GmbH,Technical Specialist,L2,49500,EUR,1.0,People-Tech,HamburgPeople-TechL2,56700,65200,73700,-7200,-0.145,7200
751,EID-1324,Christy Hebert,Fixed,2020-07-09,Germany,Hamburg,People,Adams GmbH,Production Specialist,L2,43200,EUR,1.0,Product-Management,HamburgProduct-ManagementL2,53600,61700,69700,-10400,-0.241,10400
752,EID-1406,Randall Jordan,Fixed,2018-03-09,Germany,Hamburg,People,Adams GmbH,Accounting Specialist,L2,50200,EUR,1.0,Payroll-Patner,HamburgPayroll-PatnerL2,55500,63800,72100,-5300,-0.106,5300
753,EID-1423,Dr. Paul Carter,Fixed,2000-08-24,Spain,Barcelona,People,Adams Coy,Business Operations Specialist,L2,50900,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL2,59500,68500,77400,-8600,-0.169,8600
754,EID-1454,Tristan Snyder,Fixed,2014-04-03,Spain,Barcelona,People,Adams Coy,Business Operations Specialist,L2,52800,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL2,59500,68500,77400,-6700,-0.127,6700
755,EID-1460,Dr. Melvin Campbell,Regular,2019-08-12,Poland,Warsaw,People,Adams GmbH,Human Resources Assistance,L2,51000,EUR,1.0,HR-Operations,WarsawHR-OperationsL2,52000,59800,67600,-1000,-0.02,1000
756,EID-1541,Susan Ferguson,Fixed,2013-04-20,Germany,Berlin,People,Adams GmbH,Customer Service Partner,L2,48100,EUR,1.0,Customer-Support,BerlinCustomer-SupportL2,53200,61200,69200,-5100,-0.106,5100
757,EID-1543,James Ingram,Fixed,2005-02-01,Austria,Vienna,People,Adams GmbH,Junior Operations Specialist,L2,49200,EUR,1.0,Operation-Management,ViennaOperation-ManagementL2,55600,63900,72200,-6400,-0.13,6400
758,EID-1546,Joshua Mcgee,Regular,2013-09-29,Germany,Hamburg,People,Adams GmbH,IT Support Partner,L2,46500,EUR,1.0,People-Tech,HamburgPeople-TechL2,56700,65200,73700,-10200,-0.219,10200
759,EID-1583,Matthew Perez,Fixed,2017-01-14,Spain,Barcelona,People,Adams Coy,Financial Officer Specialist,L2,46400,EUR,1.0,Management,BarcelonaManagementL2,52800,60700,68600,-6400,-0.138,6400
760,EID-1618,Jacob Sullivan,Fixed,2010-06-16,Germany,Berlin,People,Adams GmbH,Business Operations Specialist,L2,56700,EUR,1.0,Operation-Management,BerlinOperation-ManagementL2,56600,65100,73600,100,0.002,0
761,EID-1685,Angela Brooks,Fixed,2005-11-21,Germany,Hamburg,People,Adams GmbH,Executive Office Specialist,L2,43300,EUR,1.0,Management,HamburgManagementL2,58700,67600,76400,-15400,-0.356,15400
762,EID-1725,Garrett Beck,Fixed,2018-06-12,Spain,Barcelona,People,Adams Coy,Junior Sales Specialist,L2,47300,EUR,1.0,Sales-Operations,BarcelonaSales-OperationsL2,51200,58900,66600,-3900,-0.082,3900
763,EID-1728,Tiffany Moore,Fixed,2006-02-09,Germany,Hamburg,People,Adams GmbH,Junior Marketer,L2,57200,EUR,1.0,General-Marketing,HamburgGeneral-MarketingL2,57200,65800,74300,0,0.0,0
764,EID-1747,John White,Regular,2000-04-04,Poland,Warsaw,People,Adams GmbH,Logistics Management Specialist,L2,45900,EUR,1.0,Operation-Management,WarsawOperation-ManagementL2,56600,65100,73600,-10700,-0.233,10700
765,EID-1862,Brent Norris,Regular,2002-04-03,Spain,Barcelona,People,Adams Coy,Technical Specialist,L2,47400,EUR,1.0,People-Tech,BarcelonaPeople-TechL2,58300,67000,75800,-10900,-0.23,10900
766,EID-1869,Jesus Decker,Regular,2008-07-09,Spain,Barcelona,People,Adams Coy,Technical Specialist,L2,43500,EUR,1.0,People-Tech,BarcelonaPeople-TechL2,58300,67000,75800,-14800,-0.34,14800
767,EID-1890,Kimberly Lopez,Regular,2002-05-09,Poland,Warsaw,People,Adams GmbH,Production Specialist,L2,45500,EUR,1.0,Product-Management,WarsawProduct-ManagementL2,50600,58200,65800,-5100,-0.112,5100
768,EID-2007,Thomas Wagner,Fixed,2017-01-12,Germany,Hamburg,People,Adams GmbH,Executive Office Specialist,L2,47000,EUR,1.0,Management,HamburgManagementL2,58700,67600,76400,-11700,-0.249,11700
769,EID-2011,Amanda Underwood,Fixed,2015-10-19,Poland,Warsaw,People,Adams GmbH,Junior Marketing Specialist,L2,42100,EUR,1.0,General-Marketing,WarsawGeneral-MarketingL2,56100,64500,72900,-14000,-0.333,14000
770,EID-2048,Paul Hebert,Regular,2019-11-25,Poland,Warsaw,People,Adams GmbH,Junior Sales Specialist,L2,41000,EUR,1.0,Sales-Operations,WarsawSales-OperationsL2,56900,65500,74000,-15900,-0.388,15900
771,EID-2127,Zoe Arellano,Regular,2010-04-19,Germany,Hamburg,People,Adams GmbH,Junior Sales Specialist,L2,49400,EUR,1.0,Sales-Operations,HamburgSales-OperationsL2,50400,58000,65500,-1000,-0.02,1000
772,EID-2142,Nicole Ryan,Fixed,2013-01-14,Spain,Barcelona,People,Adams Coy,Production Specialist,L2,52800,EUR,1.0,Product-Management,BarcelonaProduct-ManagementL2,55400,63700,72000,-2600,-0.049,2600
773,EID-2641,Jordan Cooper PhD,Fixed,2017-05-26,Austria,Vienna,People,Adams GmbH,Data Analyst Junior,L2,40100,EUR,1.0,Data-Analysis,ViennaData-AnalysisL2,55600,63900,72200,-15500,-0.387,15500
774,EID-2642,Matthew Jackson,Fixed,2017-12-23,Poland,Warsaw,People,Adams Coy,Reward Analyst,L2,46200,EUR,1.0,Comp&Benefit,WarsawComp&BenefitL2,55000,63200,71500,-8800,-0.19,8800
775,EID-2643,Thomas Lee,Fixed,2010-07-10,Germany,Berlin,People,Adams GmbH,Operations Assistance,L2,42100,EUR,1.0,Operation-Management,BerlinOperation-ManagementL2,56600,65100,73600,-14500,-0.344,14500
776,EID-2644,Katrina Butler,Fixed,2015-03-17,Spain,Barcelona,People,Adams Coy,Reward Analyst,L2,49900,EUR,1.0,Comp&Benefit,BarcelonaComp&BenefitL2,57200,65700,74300,-7300,-0.146,7300
777,EID-2645,Paul Wright DDS,Fixed,2010-11-14,Austria,Vienna,People,Adams GmbH,Junior People Analyst,L2,43700,EUR,1.0,People-Tech,ViennaPeople-TechL2,55400,63800,72100,-11700,-0.268,11700
778,EID-2646,James Shaffer,Fixed,2017-04-09,Austria,Vienna,People,Adams GmbH,Executive Office Specialist,L2,42400,EUR,1.0,Management,ViennaManagementL2,58900,67700,76500,-16500,-0.389,16500
779,EID-2647,Amber Johnson,Fixed,2018-02-13,Poland,Warsaw,People,Adams Coy,Technical Specialist,L2,41600,EUR,1.0,People-Tech,WarsawPeople-TechL2,53200,61200,69200,-11600,-0.279,11600
780,EID-2648,Bradley Howard,Fixed,2016-10-21,Austria,Vienna,People,Adams GmbH,Production Specialist,L2,45400,EUR,1.0,Product-Management,ViennaProduct-ManagementL2,55200,63500,71800,-9800,-0.216,9800
781,EID-2649,Gregory Torres,Fixed,2016-09-10,Spain,Barcelona,People,Adams Coy,Accounting Specialist,L2,51100,EUR,1.0,Payroll-Patner,BarcelonaPayroll-PatnerL2,59300,68200,77100,-8200,-0.16,8200
782,EID-2650,Eileen Alvarado,Fixed,2012-10-07,Poland,Warsaw,People,Adams Coy,Business Operations Specialist,L2,45300,EUR,1.0,Operation-Management,WarsawOperation-ManagementL2,56600,65100,73600,-11300,-0.249,11300
783,EID-2651,Nicole Jones,Fixed,2014-11-24,Germany,Berlin,People,Adams GmbH,Business Operations Specialist,L2,44000,EUR,1.0,Operation-Management,BerlinOperation-ManagementL2,56600,65100,73600,-12600,-0.286,12600
784,EID-2652,John Moore,Fixed,2010-03-06,Austria,Vienna,People,Adams GmbH,Human Resources Assistance,L2,47500,EUR,1.0,HR-Operations,ViennaHR-OperationsL2,52200,60000,67800,-4700,-0.099,4700
785,EID-2653,James Keller,Fixed,2013-10-26,Spain,Barcelona,People,Adams Coy,Customer Service Partner,L2,47600,EUR,1.0,Customer-Support,BarcelonaCustomer-SupportL2,58500,67300,76100,-10900,-0.229,10900
786,EID-2654,Ryan Flores,Fixed,2013-07-15,Germany,Berlin,People,Adams GmbH,Junior Operations Specialist,L2,40900,EUR,1.0,Operation-Management,BerlinOperation-ManagementL2,56600,65100,73600,-15700,-0.384,15700
787,EID-2655,Matthew Barnett,Fixed,2017-03-30,Spain,Barcelona,People,Adams Coy,IT Support Partner,L2,42000,EUR,1.0,People-Tech,BarcelonaPeople-TechL2,58300,67000,75800,-16300,-0.388,16300
788,EID-2656,John Hartman,Fixed,2010-01-10,Poland,Warsaw,People,Adams Coy,Financial Officer Specialist,L2,43000,EUR,1.0,Management,WarsawManagementL2,58000,66800,75500,-15000,-0.349,15000
789,EID-2657,Candace Cross,Fixed,2013-12-25,Spain,Barcelona,People,Adams Coy,Business Operations Specialist,L2,46700,EUR,1.0,Operation-Management,BarcelonaOperation-ManagementL2,59500,68500,77400,-12800,-0.274,12800
790,EID-2658,Tammy Rosales,Fixed,2011-11-13,Germany,Hamburg,People,Adams GmbH,Executive Office Specialist,L2,41300,EUR,1.0,Management,HamburgManagementL2,58700,67600,76400,-17400,-0.421,17400
791,EID-2659,David Anderson,Fixed,2016-09-09,Spain,Barcelona,People,Adams Coy,Junior Sales Specialist,L2,51600,EUR,1.0,Sales-Operations,BarcelonaSales-OperationsL2,51200,58900,66600,400,0.008,0
792,EID-2660,Mark Ballard,Fixed,2011-06-05,Germany,Berlin,People,Adams GmbH,Junior Marketer,L2,48800,EUR,1.0,General-Marketing,BerlinGeneral-MarketingL2,59900,68900,77900,-11100,-0.227,11100
