_id,Emp_ID,Legal_Name,Manager_name,Cont_status,Hire_Date,Gender,Country,Location,Company,Division,Business_Title,ELT,PBP,Curr_Level,Cluster,Annual_Sal,Currency,FTE,RoleID,email,Role,Nationality
EID-1685,LL-1685,Angela Brooks,Douglas Jones,Fixed,2005-11-21,Female,Germany,Hamburg,Adams GmbH,People,Executive Office Specialist,Sola Ameobi,Bauer White,L2,Hamburg200TCL2,43300,EUR,1,177HR,Angela.Brooks@s22.com,User,Europe
EID-1686,LL-1686,Tammy Poole,Mrs. Jennifer Stephens,Regular,2008-02-20,Male,Germany,Berlin,Adams GmbH,Productions,Senior Customer Service Manager,Imran Garba,Barry Ben,L5,Berlin311MKL5,74800,EUR,1,203PR,Tammy.Poole@s22.com,User,Asia
EID-1687,LL-1687,Rachel Reed,Christopher Carter,Fixed,2015-02-09,Male,Poland,Warsaw,Adams GmbH,Logistics, Senior Executive Office Manager,Funmi Iyanda,Dude Sahin,L3,Warsaw177HRL3,52700,EUR,1,133LG,Rachel.Reed@s22.com,User,Europe
EID-1688,LL-1688,Michael Bailey,Christopher Carter,Fixed,2009-01-18,Male,Poland,Warsaw,Adams GmbH,Logistics,Accounting Manager,Funmi Iyanda,Dude Sahin,L7,Warsaw177HRL7,105700,EUR,1,133LG,Michael.Bailey@s22.com,User,North America
EID-1689,LL-1689,Alison Hood,Douglas Jones,Regular,2011-04-26,Female,Spain,Barcelona,Adams Coy,Marketing,Manager of Technology,Salamat Jude,Barry Bauer,L4,Barcelona311MKL4,76700,EUR,1,311MK,Alison.Hood@s22.com,User,Europe
EID-1690,LL-1690,Alicia Burke,John Cobb,Fixed,2003-06-07,Female,Germany,Berlin,Adams GmbH,Marketing,Head of Logistic Operation,Salamat Jude,Barry Bauer,L7,Berlin311MKL7,108500,EUR,1,311MK,Alicia.Burke@s22.com,User,Asia
EID-1691,LL-1691,John Rivera,Douglas Jones,Fixed,2003-01-26,Female,Germany,Berlin,Adams GmbH,Technology,Accounting Manager Leader,Yusuf Ibraheem,Sarah Clark,L6,Berlin175OPL6,132500,EUR,1,200TC,John.Rivera@s22.com,User,Africa
EID-1692,LL-1692,Steven Lambert,Alexander Church,Regular,2016-11-06,Male,Poland,Warsaw,Adams GmbH,Technology,Senior Human Resources Manager,Yusuf Ibraheem,Sarah Clark,L5,Warsaw175OPL5,75000,EUR,1,200TC,Steven.Lambert@s22.com,User,Europe
EID-1693,LL-1693,Margaret Pearson,Jose Boyle,Fixed,2009-02-21,Female,Poland,Warsaw,Adams GmbH,Logistics,Chief Technology Officer,Funmi Iyanda,Dude Sahin,L6,Warsaw177HRL6,130800,EUR,1,133LG,Margaret.Pearson@s22.com,User,Europe
EID-1694,LL-1694,Kylie Jordan,Alexander Church,Fixed,2017-10-31,Male,Austria,Vienna,Adams GmbH,People,Director of Sales,Sola Ameobi,Bauer White,L7,Vienna200TCL7,128400,EUR,1,177HR,Kylie.Jordan@s22.com,User,Asia
EID-1695,LL-1695,Stephen Henry,John Cobb,Regular,2019-12-06,Male,Poland,Warsaw,Adams GmbH,Technology, Senior Executive Office Manager,Yusuf Ibraheem,Sarah Clark,L3,Warsaw175OPL3,55800,EUR,1,200TC,Stephen.Henry@s22.com,User,Europe
EID-1696,LL-1696,Barbara Rodriguez,Mrs. Jennifer Stephens,Fixed,2007-07-31,Male,Germany,Berlin,Adams GmbH,Operations,Marketing Manager,Bauer Saunderland,Shay Wood,L4,Berlin133LGL4,69400,EUR,1,175OP,Barbara.Rodriguez@s22.com,User,North America
EID-1697,LL-1697,Tina Rogers,Alexander Church,Fixed,2002-01-24,Male,Germany,Berlin,Adams GmbH,Productions,Senior Business Operations Expert,Imran Garba,Barry Ben,L5,Berlin311MKL5,75900,EUR,1,203PR,Tina.Rogers@s22.com,User,North America
EID-1698,LL-1698,Ann Phillips,Alexander Church,Regular,2010-02-18,Male,Germany,Hamburg,Adams GmbH,People,Marketing Officer Assistance,Sola Ameobi,Bauer White,L1,Hamburg200TCL1,33300,EUR,1,177HR,Ann.Phillips@s22.com,User,Asia
EID-1699,LL-1699,Emily Long,Douglas Jones,Fixed,2015-01-03,Male,Germany,Berlin,Adams GmbH,Logistics,Senior Customer Service Manager,Funmi Iyanda,Dude Sahin,L5,Berlin177HRL5,79000,EUR,1,133LG,Emily.Long@s22.com,User,Asia
EID-1700,LL-1700,Brandon Andrade,Karen Shannon,Regular,2009-04-15,Female,Germany,Berlin,Adams GmbH,Logistics,IT Specialist,Funmi Iyanda,Dude Sahin,L1,Berlin177HRL1,46700,EUR,1,133LG,Brandon.Andrade@s22.com,User,North America
EID-1701,LL-1701,Nicole Peterson,John Cobb,Fixed,2004-04-10,Female,Spain,Barcelona,Adams Coy,Marketing,Chief Marketing Officer,Salamat Jude,Barry Bauer,L6,Barcelona311MKL6,92800,EUR,1,311MK,Nicole.Peterson@s22.com,User,Africa
EID-1702,LL-1702,Peter Doyle,Mrs. Jennifer Stephens,Regular,2006-01-05,Male,Austria,Vienna,Adams GmbH,Marketing,IT Support Specialist,Salamat Jude,Barry Bauer,L2,Vienna311MKL2,50500,EUR,1,311MK,Peter.Doyle@s22.com,User,Oceania
EID-1703,LL-1703,Virginia Clements,John Cobb,Fixed,2007-07-13,Female,Poland,Warsaw,Adams GmbH,Operations,Director of Operations,Bauer Saunderland,Shay Wood,L6,Warsaw133LGL6,101700,EUR,1,175OP,Virginia.Clements@s22.com,User,Africa
EID-1704,LL-1704,Michael Lee,Douglas Jones,Fixed,2014-11-28,Male,Spain,Barcelona,Adams Coy,Operations,Manager of Technology,Bauer Saunderland,Shay Wood,L6,Barcelona133LGL6,124600,EUR,1,175OP,Michael.Lee@s22.com,User,North America
EID-1705,LL-1705,Garrett Chambers,Mrs. Jennifer Stephens,Regular,2018-03-01,Female,Germany,Hamburg,Adams GmbH,Productions,Head of Production,Imran Garba,Barry Ben,L7,Hamburg311MKL7,141300,EUR,1,203PR,Garrett.Chambers@s22.com,User,Europe
EID-1706,LL-1706,Monica Thompson,Karen Shannon,Regular,2016-10-10,Male,Germany,Berlin,Adams GmbH,Logistics,Operations Manager,Funmi Iyanda,Dude Sahin,L4,Berlin177HRL4,64400,EUR,1,133LG,Monica.Thompson@s22.com,User,North America
EID-1707,LL-1707,Melissa Parker,Mrs. Jennifer Stephens,Regular,2007-10-30,Female,Poland,Warsaw,Adams GmbH,Technology,Production Specialist,Yusuf Ibraheem,Sarah Clark,L2,Warsaw175OPL2,41100,EUR,1,200TC,Melissa.Parker@s22.com,User,North America
EID-1708,LL-1708,Gabriel Moreno,Christopher Carter,Regular,2004-12-30,Male,Germany,Hamburg,Adams GmbH,Logistics,Accounting Manager Leader,Funmi Iyanda,Dude Sahin,L6,Hamburg177HRL6,133100,EUR,1,133LG,Gabriel.Moreno@s22.com,User,Europe
EID-1709,LL-1709,Daniel Kim,John Cobb,Regular,2008-07-17,Female,Germany,Berlin,Adams GmbH,Marketing,Manager of Technology,Salamat Jude,Barry Bauer,L6,Berlin311MKL6,137900,EUR,1,311MK,Daniel.Kim@s22.com,User,Africa
EID-1710,LL-1710,Jennifer King,Alexander Church,Regular,2006-03-15,Female,Germany,Hamburg,Adams GmbH,Productions,Customer Service Manager,Imran Garba,Barry Ben,L6,Hamburg311MKL6,91100,EUR,1,203PR,Jennifer.King@s22.com,User,Europe
EID-1711,LL-1711,Vanessa Johnston,John Cobb,Regular,2014-05-13,Female,Germany,Hamburg,Adams GmbH,Operations,Accounting Manager Leader,Bauer Saunderland,Shay Wood,L6,Hamburg133LGL6,92000,EUR,1,175OP,Vanessa.Johnston@s22.com,User,North America
EID-1712,LL-1712,Michael Mullins MD,Karen Shannon,Fixed,2021-12-01,Male,Spain,Barcelona,Adams Coy,Logistics,Senior Manager of Operations,Funmi Iyanda,Dude Sahin,L5,Barcelona177HRL5,89400,EUR,1,133LG,Michael.Mullins.MD@s22.com,User,Asia
EID-1713,LL-1713,Patricia Patterson,Douglas Jones,Regular,2012-01-26,Female,Poland,Warsaw,Adams GmbH,Productions,Head of Production,Imran Garba,Barry Ben,L7,Warsaw311MKL7,137500,EUR,1,203PR,Patricia.Patterson@s22.com,User,North America
EID-1714,LL-1714,Paul Hamilton,Douglas Jones,Fixed,2009-09-03,Male,Germany,Berlin,Adams GmbH,People,Manager of Operations,Sola Ameobi,Bauer White,L4,Berlin200TCL4,74000,EUR,1,177HR,Paul.Hamilton@s22.com,User,Europe
EID-1715,LL-1715,Danielle Pacheco,John Cobb,Fixed,2018-04-03,Male,Spain,Barcelona,Adams Coy,Productions,Accounting Specialist,Imran Garba,Barry Ben,L2,Barcelona311MKL2,51200,EUR,1,203PR,Danielle.Pacheco@s22.com,User,Asia
EID-1716,LL-1716,David Taylor,John Cobb,Fixed,2008-02-28,Female,Germany,Berlin,Adams GmbH,Logistics,Director of Technology,Funmi Iyanda,Dude Sahin,L7,Berlin177HRL7,125400,EUR,1,133LG,David.Taylor@s22.com,User,South America
EID-1717,LL-1717,Denise Powell,John Cobb,Fixed,2021-02-25,Female,Germany,Berlin,Adams GmbH,Operations,Director of Operations,Bauer Saunderland,Shay Wood,L7,Berlin133LGL7,138500,EUR,1,175OP,Denise.Powell@s22.com,User,Africa
EID-1718,LL-1718,Colleen Austin,Karen Shannon,Regular,2002-12-29,Female,Austria,Vienna,Adams GmbH,Logistics,Logistics Manager,Funmi Iyanda,Dude Sahin,L4,Vienna177HRL4,64500,EUR,1,133LG,Colleen.Austin@s22.com,User,South America
EID-1719,LL-1719,James Gomez,Mrs. Jennifer Stephens,Fixed,2005-07-13,Male,Spain,Barcelona,Adams Coy,People,Chief Technology Officer,Sola Ameobi,Bauer White,L1,Barcelona200TCL1,47200,EUR,1,177HR,James.Gomez@s22.com,User,North America
EID-1720,LL-1720,Ellen Medina,Alexander Church,Fixed,2011-04-13,Male,Germany,Hamburg,Adams GmbH,Operations,Senior Customer Service Manager,Bauer Saunderland,Shay Wood,L5,Hamburg133LGL5,74700,EUR,1,175OP,Ellen.Medina@s22.com,User,Asia
EID-1721,LL-1721,Jeffrey Graham,Karen Shannon,Regular,2005-06-14,Female,Spain,Barcelona,Adams Coy,Logistics,Accounting Specialist,Funmi Iyanda,Dude Sahin,L1,Barcelona177HRL1,42500,EUR,1,133LG,Jeffrey.Graham@s22.com,User,Asia
EID-1722,LL-1722,Taylor Martin,Alexander Church,Fixed,2002-08-14,Female,Spain,Barcelona,Adams Coy,Logistics,Sales Manager,Funmi Iyanda,Dude Sahin,L6,Barcelona177HRL6,97500,EUR,1,133LG,Taylor.Martin@s22.com,User,Europe
EID-1723,LL-1723,Eric Burton,Mrs. Jennifer Stephens,Fixed,2018-10-16,Male,Austria,Vienna,Adams GmbH,Logistics,Senior Production Manager,Funmi Iyanda,Dude Sahin,L5,Vienna177HRL5,84000,EUR,1,133LG,Eric.Burton@s22.com,User,South America
EID-1724,LL-1724,Erik Bates,Douglas Jones,Fixed,2000-12-24,Male,Germany,Hamburg,Adams GmbH,Productions,Logistics Manager,Imran Garba,Barry Ben,L4,Hamburg311MKL4,76600,EUR,1,203PR,Erik.Bates@s22.com,User,Africa
EID-1725,LL-1725,Garrett Beck,John Cobb,Fixed,2018-06-12,Female,Spain,Barcelona,Adams Coy,People,Junior Sales Specialist,Sola Ameobi,Bauer White,L2,Barcelona200TCL2,47300,EUR,1,177HR,Garrett.Beck@s22.com,User,North America
EID-1726,LL-1726,Lisa Cook,Karen Shannon,Regular,2001-07-05,Female,Germany,Hamburg,Adams GmbH,Logistics,Senior Operating Officer,Funmi Iyanda,Dude Sahin,L5,Hamburg177HRL5,82600,EUR,1,133LG,Lisa.Cook@s22.com,User,Asia
EID-1727,LL-1727,Tiffany Cox,Alexander Church,Regular,2017-06-09,Male,Germany,Hamburg,Adams GmbH,People,Operations Manager,Sola Ameobi,Bauer White,L4,Hamburg200TCL4,66500,EUR,1,177HR,Tiffany.Cox@s22.com,User,Europe
EID-1728,LL-1728,Tiffany Moore,Mrs. Jennifer Stephens,Fixed,2006-02-09,Male,Germany,Hamburg,Adams GmbH,People,Junior Marketer,Sola Ameobi,Bauer White,L2,Hamburg200TCL2,57200,EUR,1,177HR,Tiffany.Moore@s22.com,User,Asia
EID-1729,LL-1729,Daniel Davis,Karen Shannon,Regular,2003-01-16,Female,Austria,Vienna,Adams GmbH,Logistics,Accounting Manager,Funmi Iyanda,Dude Sahin,L7,Vienna177HRL7,108100,EUR,1,133LG,Daniel.Davis@s22.com,User,Europe
EID-1730,LL-1730,Joseph Fuller,Alexander Church,Fixed,2007-07-16,Female,Austria,Vienna,Adams GmbH,Productions,IT Specialist,Imran Garba,Barry Ben,L1,Vienna311MKL1,30700,EUR,1,203PR,Joseph.Fuller@s22.com,User,Asia
EID-1731,LL-1731,Charles Stout,Christopher Carter,Regular,2019-06-22,Female,Germany,Berlin,Adams GmbH,Logistics,Sales Manager,Funmi Iyanda,Dude Sahin,L4,Berlin177HRL4,67100,EUR,1,133LG,Charles.Stout@s22.com,User,Europe
EID-1732,LL-1732,Edward Gonzalez,Christopher Carter,Fixed,2003-05-03,Female,Austria,Vienna,Adams GmbH,Logistics,Marketing Specialist,Funmi Iyanda,Dude Sahin,L1,Vienna177HRL1,38200,EUR,1,133LG,Edward.Gonzalez@s22.com,User,Oceania
EID-1733,LL-1733,Ryan Foster,Douglas Jones,Regular,2000-12-08,Male,Austria,Vienna,Adams GmbH,Technology,Head of Marketing,Yusuf Ibraheem,Sarah Clark,L7,Vienna175OPL7,107300,EUR,1,200TC,Ryan.Foster@s22.com,User,Oceania
EID-1734,LL-1734,Scott Smith,Douglas Jones,Fixed,2007-05-23,Female,Germany,Berlin,Adams GmbH,Operations,Production Assistance,Bauer Saunderland,Shay Wood,L3,Berlin133LGL3,60300,EUR,1,175OP,Scott.Smith@s22.com,User,North America
EID-1735,LL-1735,Bill Wright,Alexander Church,Regular,2010-08-23,Female,Poland,Warsaw,Adams GmbH,Productions,Director of Technology,Imran Garba,Barry Ben,L6,Warsaw311MKL6,90700,EUR,1,203PR,Bill.Wright@s22.com,User,Asia
EID-1736,LL-1736,Logan Hicks,Douglas Jones,Regular,2017-02-09,Female,Spain,Barcelona,Adams Coy,Productions,Director of Operations,Imran Garba,Barry Ben,L7,Barcelona311MKL7,133600,EUR,1,203PR,Logan.Hicks@s22.com,User,North America
EID-1737,LL-1737,Debra Watkins,Mrs. Jennifer Stephens,Regular,2005-05-18,Female,Spain,Barcelona,Adams Coy,Productions,Logistics Assistance,Imran Garba,Barry Ben,L1,Barcelona311MKL1,42700,EUR,1,203PR,Debra.Watkins@s22.com,User,Asia
EID-1738,LL-1738,John Huynh,John Cobb,Regular,2020-05-05,Male,Germany,Berlin,Adams GmbH,Operations,Director of Sales,Bauer Saunderland,Shay Wood,L7,Berlin133LGL7,103500,EUR,1,175OP,John.Huynh@s22.com,User,Asia
EID-1739,LL-1739,Karen Lee,Mrs. Jennifer Stephens,Fixed,2007-09-02,Female,Germany,Hamburg,Adams GmbH,People,CEO Office Assistance,Sola Ameobi,Bauer White,L1,Hamburg200TCL1,39300,EUR,1,177HR,Karen.Lee@s22.com,User,Europe
EID-1740,LL-1740,Jennifer Thompson,Christopher Carter,Fixed,2012-01-30,Female,Austria,Vienna,Adams GmbH,Logistics,Technical Specialist,Funmi Iyanda,Dude Sahin,L2,Vienna177HRL2,43000,EUR,1,133LG,Jennifer.Thompson@s22.com,User,North America
EID-1741,LL-1741,Jamie Smith,John Cobb,Regular,2004-02-27,Female,Poland,Warsaw,Adams GmbH,Logistics,Production Specialist,Funmi Iyanda,Dude Sahin,L2,Warsaw177HRL2,58000,EUR,1,133LG,Jamie.Smith@s22.com,User,Asia
EID-1742,LL-1742,Tanner Rodriguez,Christopher Carter,Regular,2005-04-30,Male,Spain,Barcelona,Adams Coy,Logistics,Operating Officer Assistance,Funmi Iyanda,Dude Sahin,L1,Barcelona177HRL1,46100,EUR,1,133LG,Tanner.Rodriguez@s22.com,User,Africa
EID-1743,LL-1743,Raymond Brown,Alexander Church,Regular,2019-08-27,Male,Poland,Warsaw,Adams GmbH,Technology,Senior Production Manager,Yusuf Ibraheem,Sarah Clark,L5,Warsaw175OPL5,85100,EUR,1,200TC,Raymond.Brown@s22.com,User,Africa
EID-1744,LL-1744,Leah Webb,Karen Shannon,Regular,2008-09-01,Female,Austria,Vienna,Adams GmbH,Logistics,Marketing Officer Specialist,Funmi Iyanda,Dude Sahin,L2,Vienna177HRL2,43500,EUR,1,133LG,Leah.Webb@s22.com,User,Africa
EID-1745,LL-1745,Jeffrey Wilson,Douglas Jones,Regular,2000-06-27,Female,Germany,Hamburg,Adams GmbH,Operations,IT Support Specialist,Bauer Saunderland,Shay Wood,L2,Hamburg133LGL2,53300,EUR,1,175OP,Jeffrey.Wilson@s22.com,User,Africa
EID-1746,LL-1746,Andrew Graves,John Cobb,Regular,2018-08-06,Female,Spain,Barcelona,Adams Coy,Operations, Senior Executive Office Manager,Bauer Saunderland,Shay Wood,L3,Barcelona133LGL3,60100,EUR,1,175OP,Andrew.Graves@s22.com,User,Europe
EID-1747,LL-1747,John White,John Cobb,Regular,2000-04-04,Female,Poland,Warsaw,Adams GmbH,People,Logistics Management Specialist,Sola Ameobi,Bauer White,L2,Warsaw200TCL2,45900,EUR,1,177HR,John.White@s22.com,User,Europe
EID-1748,LL-1748,Adam Johnson,Jose Boyle,Fixed,2007-05-15,Female,Austria,Vienna,Adams GmbH,Logistics,Chief Technology Officer,Funmi Iyanda,Dude Sahin,L1,Vienna177HRL1,31800,EUR,1,133LG,Adam.Johnson@s22.com,User,Africa
EID-1749,LL-1749,Daniel Martinez,John Cobb,Regular,2012-03-05,Female,Germany,Hamburg,Adams GmbH,Productions,Head of Production,Imran Garba,Barry Ben,L7,Hamburg311MKL7,146700,EUR,1,203PR,Daniel.Martinez@s22.com,User,Asia
EID-1750,LL-1750,Michael Hansen,Douglas Jones,Fixed,2012-06-05,Male,Germany,Berlin,Adams GmbH,Operations,Head  of IT,Bauer Saunderland,Shay Wood,L7,Berlin133LGL7,116500,EUR,1,175OP,Michael.Hansen@s22.com,User,Europe
EID-1751,LL-1751,Michelle Taylor,Mrs. Jennifer Stephens,Fixed,2000-11-27,Female,Germany,Berlin,Adams GmbH,Productions,Business Operations Expert,Imran Garba,Barry Ben,L3,Berlin311MKL3,63200,EUR,1,203PR,Michelle.Taylor@s22.com,User,Asia
EID-1752,LL-1752,Todd Lindsey,John Cobb,Fixed,2017-05-10,Male,Spain,Barcelona,Adams Coy,Productions,Operations Assistance,Imran Garba,Barry Ben,L1,Barcelona311MKL1,39300,EUR,1,203PR,Todd.Lindsey@s22.com,User,Asia
EID-1753,LL-1753,Frederick Crawford,John Cobb,Regular,2019-10-27,Male,Poland,Warsaw,Adams GmbH,Productions,Director of Operations,Imran Garba,Barry Ben,L6,Warsaw311MKL6,114600,EUR,1,203PR,Frederick.Crawford@s22.com,User,Europe
EID-1754,LL-1754,Marc Santana,Alexander Church,Fixed,2016-05-01,Male,Spain,Barcelona,Adams Coy,Logistics,Chief Operating Officer,Funmi Iyanda,Dude Sahin,L7,Barcelona177HRL7,118100,EUR,1,133LG,Marc.Santana@s22.com,User,Africa
EID-1755,LL-1755,Heather Holloway,Alexander Church,Regular,2008-10-20,Female,Spain,Barcelona,Adams Coy,Productions,Customer Service Partner,Imran Garba,Barry Ben,L2,Barcelona311MKL2,53100,EUR,1,203PR,Heather.Holloway@s22.com,User,Africa
EID-1756,LL-1756,Sean Watson,Karen Shannon,Fixed,2003-02-06,Male,Germany,Hamburg,Adams GmbH,Logistics,Senior  Marketing Officer,Funmi Iyanda,Dude Sahin,L5,Hamburg177HRL5,78500,EUR,1,133LG,Sean.Watson@s22.com,User,Asia
EID-1757,LL-1757,Kelsey Mcmahon,Douglas Jones,Regular,2004-02-10,Male,Germany,Hamburg,Adams GmbH,People,Marketing Officer Assistance,Sola Ameobi,Bauer White,L1,Hamburg200TCL1,37000,EUR,1,177HR,Kelsey.Mcmahon@s22.com,User,Asia
EID-1758,LL-1758,Charles Little,Christopher Carter,Regular,2018-03-29,Male,Germany,Hamburg,Adams GmbH,Logistics,Operating Officer Assistance,Funmi Iyanda,Dude Sahin,L1,Hamburg177HRL1,47600,EUR,1,133LG,Charles.Little@s22.com,User,Asia
EID-1759,LL-1759,James Haley,Douglas Jones,Fixed,2003-01-13,Male,Austria,Vienna,Adams GmbH,Operations,Logistics Manager,Bauer Saunderland,Shay Wood,L6,Vienna133LGL6,148700,EUR,1,175OP,James.Haley@s22.com,User,North America
EID-1760,LL-1760,Amy Hoffman,John Cobb,Fixed,2017-11-01,Male,Germany,Berlin,Adams GmbH,Operations,Accounting Manager,Bauer Saunderland,Shay Wood,L2,Berlin133LGL2,53600,EUR,1,175OP,Amy.Hoffman@s22.com,User,North America
EID-1761,LL-1761,Tyler Anderson,John Cobb,Fixed,2019-05-08,Male,Austria,Vienna,Adams GmbH,Technology,Assitance  Executive Officer,Yusuf Ibraheem,Sarah Clark,L5,Vienna175OPL5,89300,EUR,1,200TC,Tyler.Anderson@s22.com,User,Europe
EID-1762,LL-1762,Christopher Reed,John Cobb,Fixed,2007-02-21,Male,Spain,Barcelona,Adams Coy,People,Chief Operating Officer,Sola Ameobi,Bauer White,L6,Barcelona200TCL6,143900,EUR,1,177HR,Christopher.Reed@s22.com,User,Europe
EID-1763,LL-1763,Mark Lam,Douglas Jones,Regular,2000-12-06,Male,Austria,Vienna,Adams GmbH,Operations,Operating Officer Assistance,Bauer Saunderland,Shay Wood,L1,Vienna133LGL1,49100,EUR,1,175OP,Mark.Lam@s22.com,User,Asia
EID-1764,LL-1764,John White,Alexander Church,Fixed,2011-03-27,Male,Poland,Warsaw,Adams GmbH,People,Operations Assistance,Sola Ameobi,Bauer White,L1,Warsaw200TCL1,35100,EUR,1,177HR,John.White@s22.com,User,Oceania
EID-1765,LL-1765,Margaret Lewis,Christopher Carter,Fixed,2007-04-16,Male,Poland,Warsaw,Adams GmbH,Logistics,Operations Assistance,Funmi Iyanda,Dude Sahin,L1,Warsaw177HRL1,45500,EUR,1,133LG,Margaret.Lewis@s22.com,User,Africa
EID-1766,LL-1766,Sharon Jackson,Douglas Jones,Regular,2021-10-01,Female,Austria,Vienna,Adams GmbH,People,CEO Office Assistance,Sola Ameobi,Bauer White,L1,Vienna200TCL1,48800,EUR,1,177HR,Sharon.Jackson@s22.com,User,Africa
EID-1767,LL-1767,Nicole Davis,Douglas Jones,Fixed,2014-05-03,Female,Germany,Hamburg,Adams GmbH,Operations,Operations Assistance,Bauer Saunderland,Shay Wood,L1,Hamburg133LGL1,38500,EUR,1,175OP,Nicole.Davis@s22.com,User,Asia
EID-1768,LL-1768,Douglas King,John Cobb,Regular,2005-03-12,Female,Germany,Berlin,Adams GmbH,People,Senior Operating Officer,Sola Ameobi,Bauer White,L3,Berlin200TCL3,58500,EUR,1,177HR,Douglas.King@s22.com,User,Oceania
EID-1769,LL-1769,Kayla Vincent,Mrs. Jennifer Stephens,Regular,2000-09-12,Female,Poland,Warsaw,Adams GmbH,Marketing,Business Operations Specialist,Salamat Jude,Barry Bauer,L2,Warsaw311MKL2,42100,EUR,1,311MK,Kayla.Vincent@s22.com,User,Europe
EID-1770,LL-1770,James Rodriguez,Alexander Church,Regular,2011-02-25,Female,Austria,Vienna,Adams GmbH,People,Head of Marketing,Sola Ameobi,Bauer White,L7,Vienna200TCL7,119900,EUR,1,177HR,James.Rodriguez@s22.com,User,Asia
EID-1771,LL-1771,Heather Brandt,John Cobb,Regular,2021-05-17,Female,Germany,Berlin,Adams GmbH,People,Sales Asistance,Sola Ameobi,Bauer White,L1,Berlin200TCL1,41400,EUR,1,177HR,Heather.Brandt@s22.com,User,Europe
EID-1772,LL-1772,Steven Mcintyre,Karen Shannon,Fixed,2019-01-28,Female,Austria,Vienna,Adams GmbH,Logistics,Asistance Manager  of Marketing,Funmi Iyanda,Dude Sahin,L4,Vienna177HRL4,77900,EUR,1,133LG,Steven.Mcintyre@s22.com,User,Asia
EID-1773,LL-1773,Katie Levine,Jose Boyle,Regular,2015-03-12,Female,Austria,Vienna,Adams GmbH,Logistics,Chief Executive Officer,Funmi Iyanda,Dude Sahin,L7,Vienna177HRL7,100800,EUR,1,133LG,Katie.Levine@s22.com,User,Asia
EID-1774,LL-1774,Jennifer Flynn,Mrs. Jennifer Stephens,Regular,2010-07-01,Female,Germany,Hamburg,Adams GmbH,People,Business Operations Analyst,Sola Ameobi,Bauer White,L1,Hamburg200TCL1,42200,EUR,1,177HR,Jennifer.Flynn@s22.com,User,Asia
EID-1775,LL-1775,Angela Williamson,Christopher Carter,Fixed,2020-03-31,Male,Poland,Warsaw,Adams GmbH,Logistics,Director of Operations,Funmi Iyanda,Dude Sahin,L7,Warsaw177HRL7,106300,EUR,1,133LG,Angela.Williamson@s22.com,User,North America
EID-1776,LL-1776,Tyler Walters,Douglas Jones,Fixed,2020-08-21,Female,Germany,Berlin,Adams GmbH,Operations,Director of Technology,Bauer Saunderland,Shay Wood,L7,Berlin133LGL7,104400,EUR,1,175OP,Tyler.Walters@s22.com,User,North America
EID-1777,LL-1777,Justin Padilla,John Cobb,Regular,2015-04-30,Female,Germany,Berlin,Adams GmbH,Operations,Accounting Specialist,Bauer Saunderland,Shay Wood,L1,Berlin133LGL1,38800,EUR,1,175OP,Justin.Padilla@s22.com,User,North America
EID-1778,LL-1778,Heidi Rogers,John Cobb,Fixed,2011-01-05,Male,Spain,Barcelona,Adams Coy,Technology,Director of Customer Service ,Yusuf Ibraheem,Sarah Clark,L7,Barcelona175OPL7,136300,EUR,1,200TC,Heidi.Rogers@s22.com,User,Africa
EID-1779,LL-1779,Crystal Quinn,John Cobb,Fixed,2017-07-13,Male,Poland,Warsaw,Adams GmbH,People,Director of Operations,Sola Ameobi,Bauer White,L7,Warsaw200TCL7,104200,EUR,1,177HR,Crystal.Quinn@s22.com,User,Europe
EID-1780,LL-1780,Clarence Martinez,Karen Shannon,Regular,2000-04-06,Female,Poland,Warsaw,Adams GmbH,Logistics,Business Operations Expert,Funmi Iyanda,Dude Sahin,L3,Warsaw177HRL3,65600,EUR,1,133LG,Clarence.Martinez@s22.com,User,North America
EID-1781,LL-1781,Randy Yang,John Cobb,Regular,2011-06-29,Female,Germany,Hamburg,Adams GmbH,Operations,Technical Expert,Bauer Saunderland,Shay Wood,L3,Hamburg133LGL3,60500,EUR,1,175OP,Randy.Yang@s22.com,User,Europe
EID-1782,LL-1782,Oscar Russell,John Cobb,Regular,2002-03-26,Female,Germany,Hamburg,Adams GmbH,People,Human Resources Expert,Sola Ameobi,Bauer White,L3,Hamburg200TCL3,59700,EUR,1,177HR,Oscar.Russell@s22.com,User,North America
EID-1783,LL-1783,Jeffrey Burns,Douglas Jones,Fixed,2016-05-30,Female,Poland,Warsaw,Adams GmbH,Operations,Chief Executive Officer,Bauer Saunderland,Shay Wood,L6,Warsaw133LGL6,144200,EUR,1,175OP,Jeffrey.Burns@s22.com,User,South America
EID-1784,LL-1784,Robert Barton,Karen Shannon,Regular,2020-02-03,Male,Spain,Barcelona,Adams Coy,Logistics,IT Specialist,Funmi Iyanda,Dude Sahin,L1,Barcelona177HRL1,33600,EUR,1,133LG,Robert.Barton@s22.com,User,Africa
EID-1785,LL-1785,Michael Robertson,Alexander Church,Regular,2013-10-15,Female,Germany,Berlin,Adams GmbH,People,Accounting Specialist,Sola Ameobi,Bauer White,L1,Berlin200TCL1,46400,EUR,1,177HR,Michael.Robertson@s22.com,User,Africa
